6.300000000000000000e+01	6.073105831952535283e+01	6.071000000000000085e+01	6.064680635846778500e+01	5.353752168609361206e+01
6.560011926612722277e+01	6.323105831952535283e+01	6.321000000000000085e+01	6.314680635846778500e+01	5.603752168609361206e+01
6.829843941662727502e+01	6.583204279168228368e+01	6.581011926612721652e+01	6.574432760717296276e+01	5.834276597481903082e+01
7.109865450202744341e+01	6.853126069491273142e+01	6.850843941662726877e+01	6.843995180134827194e+01	6.073509508246100097e+01
7.400459574543005203e+01	7.133240728831292188e+01	7.130865450202743716e+01	7.123736932942514954e+01	6.321778741166853877e+01
7.702023642223730349e+01	7.423931504654728997e+01	7.421459574543004578e+01	7.414040761907389765e+01	6.579424340400647964e+01
8.014969688785863866e+01	7.725595854087713121e+01	7.723023642223729723e+01	7.715303601250327858e+01	6.846798991742680585e+01
8.339724975473677659e+01	8.038645946818354560e+01	8.035969688785863241e+01	8.027937078964805551e+01	7.124268474095811143e+01
8.676732521959408473e+01	8.363509182931700536e+01	8.360724975473677034e+01	8.352368034058481783e+01	7.412212124848964834e+01
9.026451654129617452e+01	8.700628725767074911e+01	8.697732521959407848e+01	8.689039048808416510e+01	7.711023319321957104e+01
9.389358566914773974e+01	9.050464049836975278e+01	9.047451654129616827e+01	9.038408996070302237e+01	8.021109964397406600e+01
9.765946902076630920e+01	9.413491503788445414e+01	9.410358566914773348e+01	9.400953601624055977e+01	8.342895006418302728e+01
1.015672834079144593e+02	9.790204888320813836e+01	9.786946902076630295e+01	9.777166021471381896e+01	8.676816953380895825e+01
1.056223321077981581e+02	1.018111604889706996e+02	1.017772834079144531e+02	1.016755743392452729e+02	9.023330411396179329e+01
1.098301110763481461e+02	1.058675548299880234e+02	1.058323321077981518e+02	1.057265764623839459e+02	9.382906635328562572e+01
