6.300000000000000000e+01	6.091056077364235932e+01	6.089999999999999858e+01	6.086830825317949945e+01	5.374124341404979788e+01
6.578660234698135412e+01	6.341056077364235932e+01	6.339999999999999858e+01	6.336830825317949945e+01	5.624124341404979788e+01
6.867796518576268738e+01	6.619762674326914009e+01	6.618660234698135980e+01	6.615351843520426200e+01	5.871370877587352766e+01
7.167800823182791703e+01	6.908947055906995161e+01	6.907796518576269307e+01	6.904343687693760501e+01	6.127919429361087111e+01
7.479079555481980890e+01	7.209001257657655515e+01	7.207800823182792271e+01	7.204198135257574620e+01	6.394118897122477563e+01
7.802054061580805921e+01	7.520331752792758095e+01	7.519079555481981458e+01	7.515321392056014815e+01	6.670331134008853269e+01
8.137161144671679835e+01	7.843359955978439757e+01	7.842054061580806490e+01	7.838134595859706621e+01	6.956931410346832934e+01
8.484853597173371043e+01	8.178522741340800906e+01	8.177161144671680404e+01	8.173074334079701941e+01	7.254308892757404692e+01
8.845600746989040886e+01	8.526272974671606164e+01	8.524853597173371611e+01	8.520593175676009423e+01	7.562867138132428124e+01
9.219889017728151259e+01	8.887080059750729788e+01	8.885600746989041454e+01	8.881160217180122629e+01	7.883024602665750535e+01
9.608222502656502684e+01	9.261430498631709440e+01	9.259889017728151828e+01	9.255261642678789258e+01	8.215215166085022247e+01
1.001112355204501938e+02	9.649828465654302079e+01	9.648222502656503252e+01	9.643401297523925564e+01	8.559888671186851639e+01
1.042913337348184228e+02	1.005279639485422791e+02	1.005112355204501995e+02	1.004610127543996612e+02	8.917511478727094243e+01
1.086281264459247353e+02	1.047087558033417309e+02	1.046913337348184285e+02	1.046390251859406533e+02	9.288567037659434789e+01
