5.950000000000000000e+01	5.722989348660360776e+01	5.721000000000000085e+01	5.715030378978741510e+01	5.043448014087130105e+01
6.196791072950927060e+01	5.972989348660360776e+01	5.971000000000000085e+01	5.965030378978741510e+01	5.293448014087130105e+01
6.452904646152586565e+01	6.219862558177373302e+01	6.217791072950927145e+01	6.211574838929497844e+01	5.512248511518710359e+01
6.718691616888817464e+01	6.476061359551142971e+01	6.473904646152585940e+01	6.467432498903930593e+01	5.739315933430238204e+01
6.994515937639167191e+01	6.741936765089261030e+01	6.739691616888816839e+01	6.732953908012058264e+01	5.974961659376653245e+01
7.280755083520477910e+01	7.017852846413451573e+01	7.015515937639166566e+01	7.008502657832021043e+01	6.219508679528137662e+01
7.577800534276879318e+01	7.304187202029343950e+01	7.301755083520477285e+01	7.294455849423131610e+01	6.473292013471765927e+01
7.886058271002578124e+01	7.601331439446268234e+01	7.598800534276878693e+01	7.591204574877326650e+01	6.736659142427642166e+01
8.205949287746955179e+01	7.909691672031162568e+01	7.907058271002577499e+01	7.899154413593767288e+01	7.009970455102633480e+01
8.537910118110632141e+01	8.229689030745753087e+01	8.226949287746954553e+01	8.218725943426545655e+01	7.293599707380550967e+01
8.882393376893658399e+01	8.561760190875239118e+01	8.558910118110631515e+01	8.550355266814668198e+01	7.587934496018830544e+01
9.239868316802029824e+01	8.906357913809149807e+01	8.903393376893657774e+01	8.894494551956161388e+01	7.893376746487874129e+01
9.610821400155469973e+01	9.263951603880033758e+01	9.260868316802029199e+01	9.251612589033284451e+01	8.210343215049562104e+01
9.995756885466946073e+01	9.635027880202267170e+01	9.631821400155469348e+01	9.622195361432736149e+01	8.539266005125330139e+01
1.039519742868161813e+02	1.002009116338073085e+02	1.001675688546694545e+02	1.000674663183244490e+02	8.880593097951062020e+01
1.080968469876878828e+02	1.041966427687621746e+02	1.041619742868161751e+02	1.040578854294393665e+02	9.234788897454802736e+01
