1.000000000000000056e-01	9.813117980957031250e-01
1.990000000000000102e-01	9.539496898651123047e-01
2.980000000000000426e-01	7.975463271141052246e-01
3.970000000000000195e-01	8.648602366447448730e-01
4.959999999999999964e-01	8.798503875732421875e-01
5.949999999999999734e-01	8.865787386894226074e-01
6.940000000000000613e-01	8.916842341423034668e-01
7.929999999999999272e-01	8.959664702415466309e-01
8.920000000000000151e-01	9.003008008003234863e-01
9.910000000000001030e-01	9.032585024833679199e-01
1.090000000000000080e+00	9.055092930793762207e-01
1.189000000000000057e+00	9.068930745124816895e-01
1.288000000000000256e+00	9.075856804847717285e-01
1.387000000000000233e+00	9.076592922210693359e-01
1.485999999999999988e+00	9.069415330886840820e-01
1.585000000000000187e+00	9.054765701293945312e-01
1.684000000000000163e+00	9.029114842414855957e-01
1.783000000000000140e+00	8.989832997322082520e-01
1.882000000000000339e+00	8.926156759262084961e-01
1.981000000000000094e+00	8.808180689811706543e-01
2.080000000000000071e+00	8.451180458068847656e-01
2.179000000000000270e+00	7.016160488128662109e-01
2.278000000000000025e+00	7.413604259490966797e-01
2.377000000000000224e+00	7.585544586181640625e-01
2.476000000000000423e+00	7.620160579681396484e-01
2.575000000000000178e+00	7.582359313964843750e-01
2.674000000000000377e+00	7.319163084030151367e-01
2.773000000000000131e+00	7.387917637825012207e-01
2.871999999999999886e+00	7.360231876373291016e-01
2.971000000000000529e+00	7.289209961891174316e-01
3.070000000000000284e+00	7.117869257926940918e-01
3.169000000000000483e+00	7.074250578880310059e-01
3.268000000000000238e+00	6.968882679939270020e-01
3.366999999999999993e+00	6.827303171157836914e-01
3.466000000000000192e+00	6.745293736457824707e-01
3.564999999999999947e+00	6.645394563674926758e-01
3.664000000000000590e+00	6.535774469375610352e-01
3.763000000000000345e+00	6.417549848556518555e-01
3.862000000000000099e+00	6.294271945953369141e-01
3.961000000000000298e+00	6.166158914566040039e-01
4.059999999999999609e+00	6.034584045410156250e-01
4.158999999999999808e+00	5.901080369949340820e-01
4.258000000000000007e+00	5.765955448150634766e-01
4.356999999999999318e+00	5.630934834480285645e-01
4.455999999999999517e+00	5.496346354484558105e-01
4.554999999999999716e+00	5.362261533737182617e-01
4.653999999999999915e+00	5.229703187942504883e-01
4.753000000000000114e+00	5.097916722297668457e-01
4.852000000000000313e+00	4.965917468070983887e-01
4.950999999999999623e+00	4.833035469055175781e-01
5.049999999999999822e+00	4.697391092777252197e-01
5.149000000000000021e+00	4.555324316024780273e-01
5.248000000000000220e+00	4.404483437538146973e-01
5.347000000000000419e+00	4.239440560340881348e-01
5.445999999999999730e+00	4.055843949317932129e-01
5.544999999999999929e+00	3.847898542881011963e-01
5.643999999999999240e+00	3.608789741992950439e-01
5.743000000000000327e+00	3.334514200687408447e-01
5.842000000000000526e+00	3.028007447719573975e-01
5.940999999999999837e+00	2.702670693397521973e-01
6.040000000000000036e+00	2.395650595426559448e-01
6.138999999999999346e+00	2.148223519325256348e-01
6.238000000000000433e+00	1.969836950302124023e-01
6.336999999999999744e+00	1.809854209423065186e-01
6.435999999999999943e+00	1.598108261823654175e-01
6.534999999999999254e+00	1.321831196546554565e-01
6.633999999999999453e+00	1.028588414192199707e-01
6.733000000000000540e+00	7.886279374361038208e-02
6.831999999999999851e+00	6.604773551225662231e-02
6.931000000000000050e+00	6.739722192287445068e-02
7.029999999999999361e+00	8.114557713270187378e-02
7.128999999999999559e+00	9.895867109298706055e-02
7.228000000000000647e+00	1.092928498983383179e-01
7.326999999999999957e+00	1.041130125522613525e-01
7.426000000000000156e+00	8.262001723051071167e-02
7.524999999999999467e+00	5.134299769997596741e-02
7.623999999999999666e+00	2.222290635108947754e-02
7.723000000000000753e+00	7.715972140431404114e-03
7.822000000000000064e+00	1.250363141298294067e-02
7.921000000000000263e+00	3.015977889299392700e-02
8.019999999999999574e+00	4.877630993723869324e-02
8.118999999999999773e+00	5.934073776006698608e-02
8.217999999999999972e+00	5.932807549834251404e-02
8.317000000000000171e+00	5.151056498289108276e-02
8.416000000000000369e+00	4.068092629313468933e-02
8.514999999999998792e+00	3.049216605722904205e-02
8.613999999999998991e+00	2.204437367618083954e-02
8.713000000000000966e+00	1.460802368819713593e-02
8.811999999999999389e+00	7.680025417357683182e-03
8.910999999999999588e+00	2.327756490558385849e-03
9.009999999999999787e+00	8.968140464276075363e-04
9.108999999999999986e+00	5.177752114832401276e-03
9.208000000000000185e+00	1.470625028014183044e-02
9.307000000000000384e+00	2.647005207836627960e-02
9.406000000000000583e+00	3.622026368975639343e-02
9.504999999999999005e+00	4.062946513295173645e-02
9.604000000000000981e+00	3.834072500467300415e-02
9.703000000000001180e+00	3.033998049795627594e-02
9.801999999999999602e+00	1.945749856531620026e-02
9.900999999999999801e+00	9.212870150804519653e-03
1.000000000000000000e+01	2.459411974996328354e-03
