5.900000000000000000e+01	5.672972706508947027e+01	5.671000000000000085e+01	5.665080344639422805e+01	4.999119116574514976e+01
6.144902188765440343e+01	5.922972706508947027e+01	5.921000000000000085e+01	5.915080344639422805e+01	5.249119116574514976e+01
6.399055763435664801e+01	6.167956405282358645e+01	6.165902188765440428e+01	6.159737804986997389e+01	5.466244629912139885e+01
6.662808973424181147e+01	6.422194558237325168e+01	6.420055763435664176e+01	6.413637421600050459e+01	5.691573965093547827e+01
6.936523028287629700e+01	6.686035528973637554e+01	6.683808973424180522e+01	6.677127098302740649e+01	5.925416147140676060e+01
7.220572562178850262e+01	6.959840645326318054e+01	6.957523028287629074e+01	6.950567686422289171e+01	6.168091726571545053e+01
7.515346112806274448e+01	7.243984663946491764e+01	7.241572562178849637e+01	7.234333448815620216e+01	6.419933195452291841e+01
7.821246615090602461e+01	7.538856249390276787e+01	7.536346112806273823e+01	7.528812538392251952e+01	6.681285416814802147e+01
8.138691909675942782e+01	7.844858467906331612e+01	7.842246615090601836e+01	7.834407491324759576e+01	6.952506067667573575e+01
8.468115266413093423e+01	8.162409296078912746e+01	8.159691909675942156e+01	8.151535735104383207e+01	7.233966095804008489e+01
8.809965922886517831e+01	8.491942144443696350e+01	8.489115266413092797e+01	8.480630111559977991e+01	7.526050190584608401e+01
9.164709638003272119e+01	8.833906396147457940e+01	8.830965922886517205e+01	8.822139414912510347e+01	7.829157267836666279e+01
9.532829260600659893e+01	9.188767960669328261e+01	9.185709638003271493e+01	9.176528944884094585e+01	8.143700968976668264e+01
9.914825312958900838e+01	9.557009842559762092e+01	9.553829260600659268e+01	9.544281074819296862e+01	8.470110174415978577e+01
1.031121658902455778e+02	9.939132725082826880e+01	9.935825312958900213e+01	9.925895834706034293e+01	8.808829531258641055e+01
1.072254076705877708e+02	1.033565556856670895e+02	1.033221658902455715e+02	1.032189150890311424e+02	9.160319995240713808e+01
