5.300000000000000000e+01	5.090889647772142013e+01	5.089999999999999858e+01	5.087330493243924678e+01	4.486905374490896747e+01
5.541052475485505369e+01	5.340889647772142013e+01	5.339999999999999858e+01	5.337330493243924678e+01	4.736905374490896747e+01
5.791172205454742539e+01	5.581982248811983993e+01	5.581052475485505227e+01	5.578262512324069178e+01	4.950764972225873350e+01
6.050699076646306906e+01	5.832143608917861854e+01	5.831172205454742397e+01	5.828257261545500967e+01	5.172673344310619825e+01
6.319985569248492396e+01	6.091713670635091660e+01	6.090699076646306764e+01	6.087654458882617803e+01	5.402932746692549415e+01
6.599397205579296610e+01	6.361044971954233063e+01	6.359985569248492254e+01	6.356806409607871444e+01	5.641856701059735002e+01
6.889313012586411844e+01	6.640503095053469451e+01	6.639397205579297179e+01	6.636078454764884782e+01	5.889770404250592861e+01
7.190125998325794399e+01	6.930467128861816661e+01	6.929313012586412412e+01	6.925849433456696147e+01	6.147011151262935158e+01
7.502243642541870372e+01	7.231330145601614845e+01	7.230125998325794967e+01	7.226512159107905120e+01	6.413928772156526747e+01
7.826088401430926922e+01	7.543499691433191856e+01	7.542243642541870940e+01	7.538473909823952113e+01	6.690886083128580708e+01
8.162098226621110086e+01	7.867398291283058143e+01	7.866088401430927490e+01	7.862156932929360664e+01	6.978259352023556517e+01
8.510727098346899311e+01	8.203463967888832542e+01	8.202098226621110655e+01	8.197998963718659127e+01	7.276438778516377681e+01
8.872445572732102903e+01	8.552150775038498409e+01	8.550727098346899879e+01	8.546453758398224920e+01	7.585828989181563031e+01
9.247741343022426008e+01	8.913929344917755770e+01	8.912445572732103471e+01	8.907991641133565963e+01	7.906849547628961261e+01
9.637119814525451034e+01	9.289287449406164399e+01	9.287741343022426577e+01	9.283100065043579718e+01	8.239935479849231115e+01
1.004110469292135122e+02	9.678730575079555365e+01	9.677119814525451602e+01	9.672284186900286329e+01	8.585537814868220607e+01
