5.800000000000000000e+01	5.572939420979694347e+01	5.571000000000000085e+01	5.565180277679554166e+01	4.910461516629382572e+01
6.041124281195289569e+01	5.822939420979694347e+01	5.821000000000000085e+01	5.815180277679554166e+01	5.160461516629382572e+01
6.291357697466088439e+01	6.064143958871684248e+01	6.062124281195289655e+01	6.056063599969268552e+01	5.374236962041883459e+01
6.551043199632842118e+01	6.314460653432315240e+01	6.312357697466088524e+01	6.306046968917762996e+01	5.596090007231127572e+01
6.820536508208493842e+01	6.574232567990335951e+01	6.572043199632841493e+01	6.565472994930868822e+01	5.826324965958916380e+01
7.100206571833832925e+01	6.843815539606073628e+01	6.841536508208493217e+01	6.834697045642582225e+01	6.065257506977621205e+01
7.390436040130340700e+01	7.123578637633801236e+01	7.121206571833832299e+01	7.114087703928259998e+01	6.313215064551374667e+01
7.691621751174065480e+01	7.413904636703412621e+01	7.411436040130340075e+01	7.404027240325152093e+01	6.570537262241477094e+01
8.004175233762529729e+01	7.715190504324624499e+01	7.712621751174064855e+01	7.704912100064092328e+01	6.837576350192212260e+01
8.328523224609655529e+01	8.027847903285410780e+01	8.025175233762529103e+01	8.017153404884723500e+01	7.114697656131615133e+01
8.665108200560450769e+01	8.352303708979265195e+01	8.349523224609654903e+01	8.341177469769709774e+01	7.402280050275831513e+01
9.014388925866983016e+01	8.689000541752578499e+01	8.686108200560450143e+01	8.677426334690271403e+01	7.700716424295119111e+01
9.376841014509243166e+01	9.038397314313169773e+01	9.035388925866982390e+01	9.026358311405277846e+01	8.010414184463522247e+01
9.752957507477896115e+01	9.400969794182975647e+01	9.397841014509242541e+01	9.388448545298344072e+01	8.331795759072298324e+01
1.014324946485972276e+02	9.777211181111215410e+01	9.773957507477895490e+01	9.764189592170940557e+01	8.665299120138520550e+01
1.054824657247967821e+02	1.016763269928809166e+02	1.016424946485972214e+02	1.015409200983350644e+02	9.011378319384209590e+01
