1.000000000000000056e-01	1.121507403737001823e+03
1.990000000000000102e-01	1.094822814333974520e+03
2.980000000000000426e-01	6.798178834002599160e+02
3.970000000000000195e-01	8.516194432907376495e+02
4.959999999999999964e-01	8.912381893317190134e+02
5.949999999999999734e-01	9.122106487503799599e+02
6.940000000000000613e-01	9.256193462088247088e+02
7.929999999999999272e-01	9.388221371914548854e+02
8.920000000000000151e-01	9.497654261461652823e+02
9.910000000000001030e-01	9.579473722796418542e+02
1.090000000000000080e+00	9.643524642886706033e+02
1.189000000000000057e+00	9.689810250269696326e+02
1.288000000000000256e+00	9.720234264431079509e+02
1.387000000000000233e+00	9.736849240134736192e+02
1.485999999999999988e+00	9.735931409997137962e+02
1.585000000000000187e+00	9.718143000267342586e+02
1.684000000000000163e+00	9.676800482267246934e+02
1.783000000000000140e+00	9.603833582184244051e+02
1.882000000000000339e+00	9.502403330778048485e+02
1.981000000000000094e+00	9.336165986185860675e+02
2.080000000000000071e+00	8.829145136422838505e+02
2.179000000000000270e+00	7.086256964163735574e+02
2.278000000000000025e+00	7.333091918220012531e+02
2.377000000000000224e+00	7.400609286957571840e+02
2.476000000000000423e+00	7.292668462626702421e+02
2.575000000000000178e+00	7.074432328367655600e+02
2.674000000000000377e+00	6.549648159909590959e+02
2.773000000000000131e+00	6.473471922890698806e+02
2.871999999999999886e+00	6.256147545547676145e+02
2.971000000000000529e+00	5.984353392782817309e+02
3.070000000000000284e+00	5.579753413528619603e+02
3.169000000000000483e+00	5.373386698370251224e+02
3.268000000000000238e+00	5.096829338705924215e+02
3.366999999999999993e+00	4.803983896469734418e+02
3.466000000000000192e+00	4.621246689221346742e+02
3.564999999999999947e+00	4.443431950920132181e+02
3.664000000000000590e+00	4.282886723913575224e+02
3.763000000000000345e+00	4.140453802212430787e+02
3.862000000000000099e+00	4.018930692464918479e+02
3.961000000000000298e+00	3.915619975768146332e+02
4.059999999999999609e+00	3.828281835645649380e+02
4.158999999999999808e+00	3.754284100872446288e+02
4.258000000000000007e+00	3.689102336264209043e+02
4.356999999999999318e+00	3.629860933085672627e+02
4.455999999999999517e+00	3.572772234516603476e+02
4.554999999999999716e+00	3.513596509441611033e+02
4.653999999999999915e+00	3.450410913209237833e+02
4.753000000000000114e+00	3.379814282012935109e+02
4.852000000000000313e+00	3.299505367914348994e+02
4.950999999999999623e+00	3.208801929032695170e+02
5.049999999999999822e+00	3.107321042185228634e+02
5.149000000000000021e+00	2.994509524806569516e+02
5.248000000000000220e+00	2.873018529227299496e+02
5.347000000000000419e+00	2.744018147977797071e+02
5.445999999999999730e+00	2.610303798532397082e+02
5.544999999999999929e+00	2.473807131956960177e+02
5.643999999999999240e+00	2.335707792181482318e+02
5.743000000000000327e+00	2.197661756119576637e+02
5.842000000000000526e+00	2.060760691370558106e+02
5.940999999999999837e+00	1.925424718006830176e+02
6.040000000000000036e+00	1.792681489574694922e+02
6.138999999999999346e+00	1.662354372615696718e+02
6.238000000000000433e+00	1.534313987122294520e+02
6.336999999999999744e+00	1.409500275334119408e+02
6.435999999999999943e+00	1.287137388135565175e+02
6.534999999999999254e+00	1.169194397926765134e+02
6.633999999999999453e+00	1.055850884904557887e+02
6.733000000000000540e+00	9.472511184132665107e+01
6.831999999999999851e+00	8.445016700599271076e+01
6.931000000000000050e+00	7.479721420348042216e+01
7.029999999999999361e+00	6.572880710780624725e+01
7.128999999999999559e+00	5.727565719701202340e+01
7.228000000000000647e+00	4.946155764832828083e+01
7.326999999999999957e+00	4.230067117667474008e+01
7.426000000000000156e+00	3.580309734375993713e+01
7.524999999999999467e+00	2.993421128027138067e+01
7.623999999999999666e+00	2.468453045641494725e+01
7.723000000000000753e+00	2.008165034658644643e+01
7.822000000000000064e+00	1.610177714918850711e+01
7.921000000000000263e+00	1.272209717530653350e+01
8.019999999999999574e+00	9.913071818022586967e+00
8.118999999999999773e+00	7.630715551148958831e+00
8.217999999999999972e+00	5.856221529708348861e+00
8.317000000000000171e+00	4.551337694928429656e+00
8.416000000000000369e+00	3.630925670319581133e+00
8.514999999999998792e+00	3.017893434243768436e+00
8.613999999999998991e+00	2.648213928208003498e+00
8.713000000000000966e+00	2.425336378282936689e+00
8.811999999999999389e+00	2.261879468058740628e+00
8.910999999999999588e+00	2.127856291793802423e+00
9.009999999999999787e+00	2.018307725986776102e+00
9.108999999999999986e+00	1.914876979660393275e+00
9.208000000000000185e+00	1.791842849770703294e+00
9.307000000000000384e+00	1.639938729512490312e+00
9.406000000000000583e+00	1.465718147835636032e+00
9.504999999999999005e+00	1.276675377897759533e+00
9.604000000000000981e+00	1.085091013266039850e+00
9.703000000000001180e+00	9.041305769215624011e-01
9.801999999999999602e+00	7.446411950357036957e-01
9.900999999999999801e+00	6.130708034862470956e-01
1.000000000000000000e+01	5.113816948061845613e-01
