6.050000000000000000e+01	5.823022631719559428e+01	5.821000000000000085e+01	5.814930449400307566e+01	5.132106006934925091e+01
6.300568700169975500e+01	6.073022631719559428e+01	6.071000000000000085e+01	6.064930449400307566e+01	5.382106006934925091e+01
6.560602106844035575e+01	6.323674721374152341e+01	6.321568700169975585e+01	6.315248767757959314e+01	5.604256371406121673e+01
6.830456410156698155e+01	6.583794655771899329e+01	6.581602106844034950e+01	6.575022351264836118e+01	5.834799848604930617e+01
7.110501045193471725e+01	6.853738741742924390e+01	6.851456410156697530e+01	6.844607036718568338e+01	6.074052524929097530e+01
7.401119165368325525e+01	7.133876535239065220e+01	7.131501045193471100e+01	7.124371892965857000e+01	6.322342267359284307e+01
7.702708130428965205e+01	7.424591314840225209e+01	7.422119165368324900e+01	7.414699693847265394e+01	6.580009147728003427e+01
8.015680009260707095e+01	7.726280569890036531e+01	7.723708130428964580e+01	7.715987405759960893e+01	6.847405880497105102e+01
8.340462097622477700e+01	8.039356503431294243e+01	8.036680009260706470e+01	8.028646690009577469e+01	7.124898274257512298e+01
8.677497450904975551e+01	8.364246550074305731e+01	8.361462097622477074e+01	8.353104420085176685e+01	7.412865697138818177e+01
9.027245431950601073e+01	8.701393908887756368e+01	8.698497450904974926e+01	8.689803213947975280e+01	7.711701556285582626e+01
9.390182273916484235e+01	9.051258091351181179e+01	9.048245431950600448e+01	9.039201981374128536e+01	8.021813791520978043e+01
9.766801658095049277e+01	9.414315484349775431e+01	9.411182273916483609e+01	9.401776486333749006e+01	8.343625383276182106e+01
1.015761530652994509e+02	9.791059928125312695e+01	9.787801658095048651e+01	9.778019924321657186e+01	8.677574874815128680e+01
1.056315358917795209e+02	1.018200330902023580e+02	1.017861530652994446e+02	1.016844351447882389e+02	9.024116908727691566e+01
